X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-77.023090637245616,38.917542220303744,20,Ward 1,"2030 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing,Completed 2015 to Date,DHCD,6,38.91753476,-77.02308835,0,0,0,6,0,,284162,397997.72,138852.02,2030 8TH STREET NW,2019-12-30T04:00:25.000Z
-77.006417785117478,38.831504920250282,24,Ward 8,"22 Atlantic Street Southeast, Washington, District of Columbia 20032","22 Atlantic Cooperative Association, Inc. (Acq)",Under Construction,DHCD,15,38.83149748,-77.0064155,7,5,3,0,0,,50871,399442.96,129301,22 ATLANTIC STREET SE,2019-12-30T04:00:25.000Z
-77.000098457878721,38.920715704103699,28,Ward 5,"2321 4th Street Northeast, Washington, District of Columbia 20002",2321 4th Street (Rhode Island Avenue Gateway PUD),Completed 2015 to Date,DCHA DCHFA DHCD,116,38.92075584,-77.00014288,20,0,96,0,0,,289738,399991.66,139204.05,2321 4TH STREET NE,2019-12-30T04:00:25.000Z
-77.015709889096541,38.975270770301179,30,Ward 4,"255 Carroll Street Northwest, Washington, District of Columbia 20012",Takoma Central,Completed 2015 to Date,DHCD,9,38.97523115,-77.015656,0,5,0,4,0,,310103,398638.9,145260.27,255 CARROLL STREET NW,2019-12-30T04:00:25.000Z
-77.02337741634723,38.927749944864459,34,Ward 1,"2920 Georgia Ave NW, Washington, District of Columbia 20001",2920 Georgia Ave NW,Completed 2015 to Date,DHCD,2,38.92774249,-77.02337512,0,1,0,1,0,,232771,397973.14,139985.17,2920 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.001753993104188,38.900012626121665,37,Ward 6,"301 H St NE, Washington, District of Columbia 20002",301 H Street NE,Completed 2015 to Date,DHCD,3,38.90000517,-77.00175171,0,0,0,3,0,,310994,399848.05,136905.84,301 H STREET NE,2019-12-30T04:00:25.000Z
-76.966187274271874,38.920766793610412,38,Ward 5,"2226 30th Place Northeast, Washington, District of Columbia 20018",30th Place Crescent Townhomes Phase II,Completed 2015 to Date,DHCD,21,38.920759,-76.966185,0,0,13,8,0,,,402932.390117516,139210.264326982,,2019-12-30T04:00:25.000Z
-76.946296312127188,38.894216204575258,44,Ward 7,"4000 Benning Rd NE, Washington, District of Columbia 20019",4000 Benning (St. Stephens),Completed 2015 to Date,DCHA DCHFA DHCD,71,38.89408184,-76.94613945,18,53,0,0,0,,312333,404659.04,136263.76,4000 BENNING ROAD NE,2019-12-30T04:00:25.000Z
-77.02773598213895,38.939954883937922,45,Ward 4,"4000 Kansas Avenue Northwest, Washington, District of Columbia 20011",Thompson Place,Completed 2015 to Date,DHCD,19,38.93994742,-77.02773369,0,0,19,0,0,,223601,397595.62,141340.13,4000 KANSAS AVENUE NW,2019-12-30T04:00:25.000Z
-76.983871173074704,38.883915274761144,46,Ward 6,"401 15th Street Southeast, Washington, District of Columbia 20003",Kingston Condominum,Completed 2015 to Date,DHCD,2,38.88390782,-76.9838689,0,1,0,1,0,,309081,401399.59,135119.03,401 15TH STREET SE,2019-12-30T04:00:25.000Z
-76.986330716098465,38.834074230796347,48,Ward 8,"4300 12th Street Southeast, Washington, District of Columbia 20032",4300 12th Street SE,Completed 2015 to Date,DCHA DHCD,26,38.83416779,-76.98643035,26,0,0,0,0,,288153,401187.02,129586.28,4300 12TH STREET SE,2019-12-30T04:00:25.000Z
-77.064622015293423,38.946875523138665,50,Ward 3,"4455 Connecticut Ave NW, Washington, District of Columbia 20008",Park Van Ness,Completed 2015 to Date,DHCD,26,38.9469514,-77.0645891,0,0,0,26,0,,284922,394398.32,142110,4455 CONNECTICUT AVENUE NW,2019-12-30T04:00:25.000Z
-76.926823505885196,38.899415889597101,53,Ward 7,"5201 Hayes Street Northeast, Washington, District of Columbia 20019",5201 Hayes Street (Deanwood Hills),Completed 2015 to Date,DMPED DCHFA DHCD OP,150,38.8993814,-76.92652454,40,10,100,0,0,15-10,299817,406347.86,136842.14,5201 HAYES STREET NE,2019-12-30T04:00:25.000Z
-77.072515342564529,38.960681475552001,55,Ward 3,"5333 Connecticut Ave NW, Washington, District of Columbia 20015",5333 Connecticut Ave NW,Completed 2015 to Date,DHCD,19,38.96067401,-77.07251303,0,10,0,9,0,,310383,393715.29,143643.1,5333 CONNECTICUT AVENUE NW,2019-12-30T04:00:25.000Z
-77.030186609724481,38.959507733089517,57,Ward 4,"5741 Colorado Avenue Northwest, Washington, District of Columbia 20011",5741 Colorado Avenue NW Tenant Association,Completed 2015 to Date,DHCD,28,38.95950027,-77.03018431,2,19,7,0,0,,257860,397383.88,143510.74,5741 COLORADO AVENUE NW,2019-12-30T04:00:25.000Z
-76.989230724678023,38.865359668091799,58,Ward 8,"2100 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",5th & Eye (off-site ADUs),Pipeline,DMPED,61,38.86543825,-76.98923777,0,0,61,0,0,,51883,400934.82,133059.15,2100 MARTIN LUTHER KING JR AVENUE SE,2019-12-30T04:00:25.000Z
-76.911936256266202,38.893881683677371,60,Ward 7,"323 62nd Street Northeast, Washington, District of Columbia 20019",62nd Street Apartments (w/ PADD) - Phase II (aka Eastbrooke Apartments ),Completed 2015 to Date,DCHFA DHCD,39,38.89374448,-76.91189289,0,0,39,0,0,,310426,407639.84,136228.94,323 62ND STREET NE,2019-12-30T04:00:25.000Z
-77.026430776317511,38.974338262155278,61,Ward 4,"6929 Georgia Ave NW, Washington, District of Columbia 20012",6925-6929 Georgia Avenue,Completed 2015 to Date,DMPED DCHA DHCD,27,38.97433046,-77.02642848,8,12,0,7,0,,,397709.880340783,145156.967112615,,2019-12-30T04:00:25.000Z
-77.026210889181002,38.982986864466874,63,Ward 4,"7701 Georgia Ave NW, Washington, District of Columbia 20012",Juniper Heights,Completed 2015 to Date,DCHFA DHCD,81,38.98297939,-77.02620859,0,0,81,0,0,,253661,397729.21,146117.04,7701 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.023189435519342,38.908253071258166,65,Ward 6,"1336 8th St NW, Washington, District of Columbia 20001",8th/O Street NW,Pipeline,DMPED OP,23,38.908571,-77.022943,0,11,0,12,0,16-24,319628,397988.89,137820.85,1336 8TH STREET NW,2019-12-30T04:00:25.000Z
-76.971287155065667,38.863929161179598,69,Ward 8,"2335 Altamont Place Southeast, Washington, District of Columbia 20020",Altamont Place,Completed 2015 to Date,DCHA DHCD,36,38.86392171,-76.97128488,36,0,0,0,0,,150372,402492.12,132900.69,2335 ALTAMONT PLACE SE,2019-12-30T04:00:25.000Z
-76.98951941181717,38.839932309498998,70,Ward 8,"1200 Mississippi Ave SE, Washington, District of Columbia 20032",Archer Park (Wing I),Completed 2015 to Date,DCHFA DHCD OP,109,38.84005542,-76.98881414,3,0,92,14,0,13-17,296061,400910.09,130236.53,1200 MISSISSIPPI AVENUE SE,2019-12-30T04:00:25.000Z
-76.960682272885549,38.926152794901306,73,Ward 5,"Banneker Dr NE, Washington, District of Columbia 20018",Banneker Town Homes,Completed 2015 to Date,DMPED DHCD,5,38.926145,-76.96068,0,3,0,2,0,,,403409.518564927,139808.347233917,,2019-12-30T04:00:25.000Z
-76.997741564245189,38.862376746085815,75,Ward 8,"Suitland Terrace SE, Washington, District of Columbia 20020",Barry Farm - Onsite,Pipeline,DMPED OP,740,38.86236896543,-76.997739283705,380,0,335,25,0,14-02,,400196.206718102,132727.971203315,,2019-12-30T04:00:25.000Z
-77.028208105235635,38.96417441355316,77,Ward 4,"6100 Georgia Avenue Northwest, Washington, District of Columbia 20011",Beacon Center,Completed 2015 to Date,DCHA DCHFA DHCD,99,38.96457855,-77.02812532,18,0,81,0,0,,253200,397555.52,144028.73,6100 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.007774853506092,38.956320915464744,79,Ward 4,"5422 Blair Road Northeast, Washington, District of Columbia 20011",Blair Road Project,Completed 2015 to Date,DCHA DHCD,8,38.95627895,-77.00777314,8,0,0,0,0,,8937,399326.31,143156.57,5422 BLAIR ROAD NE,2019-12-30T04:00:25.000Z
-76.991959355888667,38.859538106974831,80,Ward 8,"2620 Bowen Road Southeast, Washington, District of Columbia 20020",Bowen Flats,Completed 2015 to Date,DCHFA DHCD,41,38.85953066,-76.99195708,0,9,32,0,0,,307502,400698.07,132412.89,2620 BOWEN ROAD SE,2019-12-30T04:00:25.000Z
-76.979842055010593,38.863096291467002,82,Ward 8,"1720 W Street Southeast, Washington, District of Columbia 20020",Buxton Condominium,Completed 2015 to Date,DHCD,24,38.86308851,-76.97983978,0,10,0,14,0,,,401749.680267852,132808.036672995,,2019-12-30T04:00:25.000Z
-76.914945836390771,38.889290339166429,86,Ward 7,"5929 East Capitol Street Southeast, Washington, District of Columbia 20019",Capitol Gateway Marketplace,Pipeline,DCHA DCHFA DHCD OP,312,38.88928255,-76.91494358,16,16,280,0,0,12-16,,407379.230024285,135719.017490035,,2019-12-30T04:00:25.000Z
-76.9896373477564,38.901936995923336,87,Ward 6,"919 12th St NE, Washington, District of Columbia 20002",Kendall Row,Completed 2015 to Date,DHCD,2,38.90192954,-76.98963507,0,1,0,1,0,,306565,400899.07,137119.51,919 12TH STREET NE,2019-12-30T04:00:25.000Z
-76.990626370616937,38.863386494903523,92,Ward 8,"2252 Martin Luther King Jr Ave SE, Washington, District of Columbia 20020",Maple View Flats (Big K),Completed 2015 to Date,DCHFA DHCD,114,38.86319251,-76.99092323,0,0,114,0,0,,49963,400813.72,132840.1,2228 MARTIN LUTHER KING JR AVENUE SE,2019-12-30T04:00:25.000Z
-77.016301892583897,38.872298113940587,94,Ward 6,"325 P Street Southwest, Washington, District of Columbia 20024",Channel Square,Completed 2015 to Date,DHCD,60,38.8722432,-77.01627758,0,0,30,30,0,,276559,398585.56,133829.44,325 P STREET SW,2019-12-30T04:00:25.000Z
-76.9925483868101,38.860223687021481,97,Ward 8,"2500 Sayles Place Southeast, Washington, District of Columbia 20020",City Homes at Sheridan Station 2c,Completed 2015 to Date,DCHA,20,38.86021624,-76.99254611,0,0,20,0,0,,308348,400646.94,132488.99,2500 SAYLES PLACE SE,2019-12-30T04:00:25.000Z
-77.033137572264692,38.960606752277066,101,Ward 4,"5807 14th St NW, Washington, District of Columbia 20011",Concord Apartments,Completed 2015 to Date,DHCD,78,38.96059929,-77.03313527,0,0,78,0,0,,285270,397128.16,143632.83,5807 14TH STREET NW,2019-12-30T04:00:25.000Z
-77.030217811382002,38.948467550058211,102,Ward 4,"4800 Arkansas Avenue Northwest, Washington, District of Columbia 20011",Cornerstone Community Supportive Housing,Completed 2015 to Date,DCHA DHCD,7,38.94846009,-77.03021552,5,2,0,0,0,,255160,397380.77,142285.18,4800 ARKANSAS AVENUE NW,2019-12-30T04:00:25.000Z
-76.930911790520668,38.876485920819349,108,Ward 7,"5078 Benning Road Southeast, Washington, District of Columbia 20019",Delta Commons (Partner Arms 4),Completed 2015 to Date,DCHA DHCD,36,38.87647629,-76.93088522,12,0,24,0,0,,278556,405995.15,134296.46,5078 BENNING ROAD SE,2019-12-30T04:00:25.000Z
-76.984334189308669,38.90056515294301,109,Ward 5,"1400 Florida Avenue Northeast, Washington, District of Columbia 20002",Delta Towers,Under Construction,DCHFA DHCD,179,38.9005577,-76.98433191,179,0,0,0,0,,65280,401359.1,136967.29,1400 FLORIDA AVENUE NE,2019-12-30T04:00:25.000Z
-76.912247555243695,38.894860317384861,114,Ward 7,"414 Eastern Ave NE, Washington, District of Columbia 20019",Eden Place - Phase I,Completed 2015 to Date,DMPED DHCD,29,38.89485286,-76.9122453,0,0,29,0,0,,26187,407612.73,136337.55,414 EASTERN AVENUE NE,2019-12-30T04:00:25.000Z
-76.912202055873095,38.894834760387354,115,Ward 7,"400 Eastern Ave NE, Washington, District of Columbia 20019",Eden Place - Phase II,Pipeline,DMPED,34,38.89482697,-76.9121998,0,0,0,34,0,,,407616.679801477,136334.716767984,,2019-12-30T04:00:25.000Z
-77.025176061290765,38.939530361965716,119,Ward 4,"3930 Georgia Ave NW, Washington, District of Columbia 20011",Fahrenheit Condominiums,Completed 2015 to Date,DHCD,3,38.93943419,-77.02509369,0,0,0,3,0,,284807,397817.54,141292.94,3930 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-76.957758135250572,38.930757003062418,122,Ward 5,"Bladensburg Rd NE, Washington, District of Columbia",Fort Lincoln City Homes,Pipeline,DMPED,5,38.930749207124,-76.957755862995,0,3,0,2,0,,,403662.84000138,140319.567018306,,2019-12-30T04:00:25.000Z
-76.951506070461065,38.924893612840769,123,Ward 5,"3750 Jamison St NE, Washington, District of Columbia 20018",Fort Lincoln Multifamily,Completed 2015 to Date,DMPED DHCD OP,36,38.928471,-76.956178,0,18,0,18,0,06-08,314268,404205.28,139668.95,3750 JAMISON STREET NE,2019-12-30T04:00:25.000Z
-77.002661721502236,38.958619061584336,124,Ward 4,"5661 3RD STREET NE, Washington, District of Columbia 20011",Fort Totten Square,Pipeline,DMPED,75,38.95850926,-77.00272243,0,15,0,60,0,,311575,399769.5,143411.66,5661 3RD STREET NE,2019-12-30T04:00:25.000Z
-76.978505028558985,38.85540874436149,126,Ward 8,"1808 Gainesville Street Southeast, Washington, District of Columbia 20020",Gainesville Court,Completed 2015 to Date,DHCD,19,38.85566,-76.981961,0,6,5,1,7,,306510,401865.92,131954.69,1808 GAINESVILLE STREET SE,2019-12-30T04:00:25.000Z
-77.000549354263313,38.907485698427543,127,Ward 5,"340 Florida Avenue Northeast, Washington, District of Columbia 20002",The Edison at Union Market,Completed 2015 to Date,DMPED OP,38,38.907564,-77.00065072,0,0,0,38,0,06-40C,287853,399952.55,137735.41,340 FLORIDA AVENUE NE,2019-12-30T04:00:25.000Z
-76.990416990860226,38.861818112204411,132,Ward 8,"1262 Talbert Street Southeast, Washington, District of Columbia 20020",River East @ Grandview,Completed 2015 to Date,DHCD,46,38.861511324486,-76.990662681584,3,13,0,30,0,,285996,400831.91,132666,1262 TALBERT STREET SE,2019-12-30T04:00:25.000Z
-76.964136895557075,38.880087181740379,134,Ward 7,"3009 G Street Southeast, Washington, District of Columbia 20019",HFH Transition House,Completed 2015 to Date,DHCD,7,38.8800881,-76.96410489,7,0,0,0,0,,42364,403111.97,134694.57,3009 G STREET SE,2019-12-30T04:00:25.000Z
-76.999982700294993,38.831219258235365,137,Ward 8,"400 Atlantic Street Southeast, Washington, District of Columbia 20032",Highland Dwellings,Completed 2015 to Date,DCHA DCHFA,208,38.831758,-76.9992367,208,0,0,0,0,,290742,400001.7,129269.27,400 ATLANTIC STREET SE,2019-12-30T04:00:25.000Z
-76.973789274312153,38.882586785626096,140,Ward 7,"300 19th St SE, Washington, District of Columbia 20003",Hill East Phase I,Under Construction,DMPED,104,38.882579,-76.973787,52,0,52,0,0,16-03,,402274.372194328,134971.760361095,,2019-12-30T04:00:25.000Z
-76.995404366442585,38.885860217043522,142,Ward 6,"777 C St SE, Washington, District of Columbia 20003",Hine Junior High School (North LIHTC Residential),Completed 2015 to Date,DMPED DCHFA OP,46,38.88513446,-76.99592909,5,0,29,12,0,11-24,311940,400398.92,135334.82,777 C STREET SE,2019-12-30T04:00:25.000Z
-77.027059516986029,38.92791139001524,144,Ward 1,"3003 11th St NW, Washington, District of Columbia 20001",Hope and a Home Scattered Sites II,Completed 2015 to Date,DHCD,14,38.92790393,-77.02705722,14,0,0,0,0,,231227,397653.87,140003.18,3003 11TH STREET NW,2019-12-30T04:00:25.000Z
-77.015668101647776,38.899649722511938,147,Ward 2,"300 MASSACHUSETTS AVENUE NW, Washington, District of Columbia 20001",Capitol Crossing,Under Construction,DMPED OP,50,38.89964227,-77.01566581,0,0,0,50,0,08-34,279643,398641.08,136865.67,300 MASSACHUSETTS AVENUE NW,2019-12-30T04:00:25.000Z
-76.99322788449544,38.921553012071413,149,Ward 5,"2401 Washington Place NE, Washington, District of Columbia 20018",Israel Manor Senior Residences,Completed 2015 to Date,DHCD,47,38.92155369,-76.99330978,30,10,7,0,0,,309338,400587.46,139297.02,2401 WASHINGTON PLACE NE,2019-12-30T04:00:25.000Z
-77.032809633824613,38.923702491950706,159,Ward 1,"1421 Euclid Street Northwest, Washington, District of Columbia 20009",Justice Park,Completed 2015 to Date,DMPED DHCD,28,38.92378269,-77.0328745,0,9,19,0,0,,310858,397155.11,139536.12,1421 EUCLID STREET NW,2019-12-30T04:00:25.000Z
-76.996627624803438,38.92461517841587,116,Ward 5,"625 Edgewood St NE, Washington, District of Columbia 20017",Edgewood Terrace I,Completed 2015 to Date,DCHFA,292,38.92460772,-76.99662534,0,0,202,90,0,,289575,400292.63,139636.93,625 EDGEWOOD STREET NE,2019-12-30T04:00:25.000Z
-77.03441140492599,38.936549414231585,160,Ward 1,"1498 Spring Place Northwest, Washington, District of Columbia 20010",Kara House,Completed 2015 to Date,DHCD,10,38.93657238,-77.03447902,2,7,0,1,0,,234805,397016.75,140962.29,1498 SPRING PLACE NW,2019-12-30T04:00:25.000Z
-76.966102111084339,38.924050534333105,165,Ward 5,"2615 Bladensburg Rd NE, Washington, District of Columbia 20018",Langdon Lofts,Completed 2015 to Date,DCHA DCHFA DHCD,33,38.92412243,-76.96608388,5,0,28,0,0,,149319,402939.64,139574.79,2615 BLADENSBURG ROAD NE,2019-12-30T04:00:25.000Z
-77.02209403251436,38.912775922376682,168,Ward 6,"1700 7th St NW, Washington, District of Columbia 20001",Lincoln Westmoreland,Completed 2015 to Date,DCHFA,108,38.91276847,-77.02209174,0,108,0,0,0,,311197,398084.02,138322.9,1700 7TH STREET NW,2019-12-30T04:00:25.000Z
-76.972285792111521,38.855043853550043,171,Ward 8,"2306 Hartford St SE, Washington, District of Columbia 20020",Maplewood Courts,Completed 2015 to Date,DHCD,94,38.85503641,-76.97228352,10,84,0,0,0,,286806,402405.75,131914.33,2306 HARTFORD STREET SE,2019-12-30T04:00:25.000Z
-77.01876265509091,38.976113941107201,178,Ward 4,"7051 Spring Place Northwest, Washington, District of Columbia 20012",Metro Village,Completed 2015 to Date,DCHFA DHCD,120,38.97649172,-77.01895423,0,0,120,0,0,,285374,398374.39,145353.92,7051 SPRING PLACE NW,2019-12-30T04:00:25.000Z
-77.030004522538277,38.920269092356342,181,Ward 1,"1300 Florida Ave NW, Washington, District of Columbia 20009",Miriams House (N Street Village),Completed 2015 to Date,DCHA DHCD,25,38.92026164,-77.03000223,25,0,0,0,0,,240293,397398.23,139154.9,1300 FLORIDA AVENUE NW,2019-12-30T04:00:25.000Z
-77.014821097833106,38.901717431683068,184,Ward 6,"901 3rd St NW, Washington, District of Columbia 20001",Mt. Carmel,Under Construction,DMPED,66,38.90170998,-77.01481881,0,0,0,66,0,,238361,398714.59,137095.19,901 3RD STREET NW,2019-12-30T04:00:25.000Z
-77.008644297767958,38.903001742921063,188,Ward 6,"1005 North Capitol Street Northeast, Washington, District of Columbia 20002",North Capitol Commons,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,123,38.90298158,-77.00872824,59,0,64,0,0,,310452,399250.39,137237.69,1005 NORTH CAPITOL STREET NE,2019-12-30T04:00:25.000Z
-77.010714788680573,38.903369202315176,189,Ward 6,"45 K St NW, Washington, District of Columbia 20001",Northwest One - North Capitol and K Streets NW,Pipeline,DMPED OP,387,38.90336175,-77.0107125,211,75,93,8,0,15-20,290893,399070.8,137278.5,45 K STREET NW,2019-12-30T04:00:25.000Z
-76.986075166118653,38.905418715037804,191,Ward 5,"1256 Owen Place Northeast, Washington, District of Columbia 20002",Owen House,Completed 2015 to Date,DCHA DHCD,4,38.90541126,-76.98607289,4,0,0,0,0,,69542,401208,137506.05,1256 OWEN PLACE NE,2019-12-30T04:00:25.000Z
-77.021920905942622,38.912320887450335,192,Ward 6,"1707 7th Street NW, Washington, District of Columbia 20001",Parcel 42,Pipeline,DMPED,56,38.91231309762,-77.021918614827,18,18,0,20,0,,,398099.022844173,138272.383752526,,2019-12-30T04:00:25.000Z
-77.022135735696693,38.932346767349387,194,Ward 1,"617 Morton Street Northwest, Washington, District of Columbia 20010",Park Morton - Onsite,Pipeline,DMPED OP,101,38.93233931,-77.02213344,57,0,44,0,0,16-12,285318,398080.93,140495.43,617 MORTON STREET NW,2019-12-30T04:00:25.000Z
-76.986811384954194,38.850688117723315,199,Ward 8,"2841 Robinson Place Southeast, Washington, District of Columbia 20020",Parkway Overlook,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,220,38.85068067,-76.98680911,11,209,0,0,0,,45641,401145.02,131430.53,2841 ROBINSON PLACE SE,2019-12-30T04:00:25.000Z
-77.027222298653058,38.956449975583844,200,Ward 4,"935 Kennedy Street Northwest, Washington, District of Columbia 20011",Partner Arms 1,Completed 2015 to Date,DCHA DHCD,14,38.9564208,-77.02724042,14,0,0,0,0,,254535,397640.7,143171.22,935 KENNEDY STREET NW,2019-12-30T04:00:25.000Z
-77.024319832456982,38.911756997274928,204,Ward 6,"901 Rhode Island Ave NW, Washington, District of Columbia 20001",Phyllis Wheatley,Completed 2015 to Date,DCHA DHCD,84,38.91174954,-77.02431754,84,0,0,0,0,,243262,397890.95,138209.84,901 RHODE ISLAND AVENUE NW,2019-12-30T04:00:25.000Z
-76.910744223072584,38.893147947657489,205,Ward 7,"323 63rd Street Northeast, Washington, District of Columbia 20019","Pleasant Park Cooperative, Inc.",Completed 2015 to Date,DHCD,41,38.89314049,-76.91074197,14,19,3,4,1,,148655,407743.33,136147.59,323 63RD STREET NE,2019-12-30T04:00:25.000Z
-77.011404025860244,38.879875183678607,210,Ward 6,"820 Half Street Southwest, Washington, District of Columbia 20024",Randall School,Pipeline,DMPED OP,196,38.8798674,-77.01140174,0,0,104,92,0,07-13G,,399010.68987916,134670.487265639,,2019-12-30T04:00:25.000Z
-77.000290554666364,38.917023611585051,211,Ward 5,"2005 4th Street Northeast, Washington, District of Columbia 20002","RAP, Inc. Community Based Residential Facility (fka The Summit)",Completed 2015 to Date,DHCD,38,38.91701582,-77.00028827,38,0,0,0,0,,,399975.000310853,138794.19684645,,2019-12-30T04:00:25.000Z
-76.988072019616993,38.900481816567215,213,Ward 6,"1300 H St NE, Washington, District of Columbia 20002",RL Christian,Completed 2015 to Date,DMPED,33,38.90039266,-76.98811702,4,29,0,0,0,03-28A,286021,401034.87,136957.99,1300 H STREET NE,2019-12-30T04:00:25.000Z
-76.9804810496302,38.895656546068572,214,Ward 6,"417 17th St NE, Washington, District of Columbia 20002",Rosedale Townhomes / 17 Solar (Rosedale Property Disposition),Completed 2015 to Date,DHCD,12,38.89564189,-76.98052604,0,3,6,3,0,,311020,401693.45,136422.46,417 17TH STREET NE,2019-12-30T04:00:25.000Z
-76.988407444326953,38.848273304936399,216,Ward 8,"1100 Alabama Avenue Southeast, Washington, District of Columbia 20032",Saint Elizabeths East Campus Redevelopment Phase I,Under Construction,DMPED DHCD,202,38.84826586,-76.98840517,0,202,0,0,0,,307946,401006.51,131162.45,1100 ALABAMA AVENUE SE,2019-12-30T04:00:25.000Z
-76.992580827792835,38.86070894599618,222,Ward 8,"Sayles Pl SE, Washington, District of Columbia 20020",Sheridan Station - Phase III,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,133,38.860701165485,-76.992578548961,40,0,93,0,0,,,400644.119998579,132542.857027032,,2019-12-30T04:00:25.000Z
-77.024649669766077,38.92031826898311,223,Ward 1,"2251 Sherman Avenue Northwest, Washington, District of Columbia 20001",The Wren,Under Construction,DMPED OP,126,38.92031081,-77.02464738,32,94,0,0,0,15-34,284325,397862.6,139160.22,2251 SHERMAN AVENUE NW,2019-12-30T04:00:25.000Z
-76.968197016003032,38.858914336615626,227,Ward 7,"Good Hope Rd SE, Washington, District of Columbia 20020",Skyland Town Center,Under Construction,DMPED OP,143,38.85890655556,-76.968194744873,0,0,0,95,48,09-03,,402760.500000529,132344.09702684,,2019-12-30T04:00:25.000Z
-76.938493298984199,38.89138327695715,230,Ward 7,"4414 Benning Rd NE, Washington, District of Columbia 20019",The Conway Center,Completed 2015 to Date,DCHA DCHFA DHCD,178,38.89106689,-76.93808314,162,16,0,0,0,,288206,405336.17,135949.71,4414 BENNING ROAD NE,2019-12-30T04:00:25.000Z
-77.014301762043473,38.905276246964199,231,Ward 6,"216 New York Ave NW, Washington, District of Columbia 20001",SOME Scattered Site Phase II,Completed 2015 to Date,DCHA DCHFA DHCD,98,38.90526879,-77.01429947,69,29,0,0,0,,285530,398759.7,137490.24,216 NEW YORK AVENUE NW,2019-12-30T04:00:25.000Z
-77.008026204065487,38.830932603008989,232,Ward 8,"4001 South Capitol Street Southwest, Washington, District of Columbia 20032",South Capitol Multi-Family Building,Under Construction,DCHA DCHFA DHCD,195,38.83119145,-77.00810929,78,78,39,0,0,,276615,399303.3,129237.48,4001 SOUTH CAPITOL STREET SW,2019-12-30T04:00:25.000Z
-77.029601233847558,38.882131678239972,235,Ward 6,"1300 Maine Ave SW, Washington, District of Columbia 20024",The Wharf Phase I,Completed 2015 to Date,DMPED OP,185,38.88212423,-77.02959894,63,0,73,49,0,11-03A,302192,397431.83,134921.33,1300 MAINE AVENUE SW,2019-12-30T04:00:25.000Z
-76.991308009969572,38.832311571324247,247,Ward 8,"852 Barnaby Street Southeast, Washington, District of Columbia 20032",The Gregory Apartments,Completed 2015 to Date,DCHFA DHCD,124,38.83230413,-76.99130573,41,41,42,0,0,,295928,400754.89,129390.56,852 BARNABY STREET SE,2019-12-30T04:00:25.000Z
-76.997287911195116,38.877271316986914,252,Ward 6,"601 L Street Southeast, Washington, District of Columbia 20003",The Bixby,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,39,38.87726387,-76.99728563,39,0,0,0,0,,289693,400235.53,134381.38,601 L STREET SE,2019-12-30T04:00:25.000Z
-77.032755276304854,38.907544886756043,254,Ward 2,"1417 N St NW, Washington, District of Columbia 20005",The Norwood,Completed 2015 to Date,DHCD,84,38.90753743,-77.03275298,0,55,0,26,3,,218263,397159.18,137742.49,1417 N STREET NW,2019-12-30T04:00:25.000Z
-77.011546844164783,38.902819793517367,257,Ward 6,"43 K St NW, Washington, District of Columbia 20001",The SeVerna Phase II (The SeVerna II LLC/Golden Rule Apartments Inc.),Completed 2015 to Date,DMPED DCHFA DHCD,101,38.90281234,-77.01154456,48,0,53,0,0,,310112,398998.62,137217.52,43 K STREET NW,2019-12-30T04:00:25.000Z
-77.000775314771175,38.874297403226898,264,Ward 6,"1331 4th St SE, Washington, District of Columbia 20003",The Yards N Building,Completed 2015 to Date,DMPED DCHFA DHCD,66,38.87428995,-77.00077303,0,0,66,0,0,,310978,399932.92,134051.25,1331 4TH STREET SE,2019-12-30T04:00:25.000Z
-76.984233891709223,38.844231538260651,266,Ward 8,"1443 Savannah St SE, Washington, District of Columbia 20032",Tobias Henson Apts.,Completed 2015 to Date,DHCD,64,38.8442241,-76.98423162,0,56,8,0,0,,63162,401368.88,130713.84,1443 SAVANNAH STREET SE,2019-12-30T04:00:25.000Z
-76.985176642332746,38.902394139706026,268,Ward 5,"1214 Staples Street Northeast, Washington, District of Columbia 20002",Trinidad Properties (w/ PADD),Completed 2015 to Date,DHCD,9,38.90238668,-76.98517436,0,0,9,0,0,,71425,401285.99,137170.31,1214 STAPLES STREET NE,2019-12-30T04:00:25.000Z
